%	Date:	2010-12-20	Time:	17:28:31
%	Sampling frequency		[Hz]:	204800
%	Generator amplitude		[V]:	2.0000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
5.2680E+2	-5.5163E+1	9.2656E+1	5.8240E+1	-5.0933E+0	-2.1076E+1	-3.3111E+1	-1.6698E+1
5.7767E+2	-5.4814E+1	8.5890E+1	1.4958E+1	-2.2672E+1	-1.8225E+1	-2.8367E+1	-3.3357E+1
6.3346E+2	-5.1008E+1	4.1089E+1	2.0093E+1	-1.5254E+1	-3.5781E+1	-2.2532E+1	-2.3276E+1
6.9464E+2	-5.2712E+1	9.8396E+1	1.2700E+1	-2.5636E+1	-2.4314E+1	-2.1296E+1	-2.6428E+1
7.6173E+2	-5.4642E+1	1.1713E+2	1.0540E+1	-2.1278E+1	-3.2110E+1	-2.6547E+1	-3.0819E+1
8.3529E+2	-5.1469E+1	1.1039E+2	1.3057E+1	-2.7236E+1	-3.2817E+1	-1.9242E+1	-2.5640E+1
9.1596E+2	-5.2341E+1	8.7157E+1	1.3249E+1	-2.2126E+1	-1.9745E+1	-3.2104E+1	-3.6889E+1
1.0044E+3	-5.2332E+1	7.8964E+1	5.0297E+0	-2.7375E+1	-3.6534E+1	-3.6719E+1	-3.5771E+1
1.1014E+3	-5.1358E+1	8.2168E+1	2.7835E+0	-3.6258E+1	-3.8053E+1	-3.4558E+1	-4.5030E+1
1.2078E+3	-5.0730E+1	8.0492E+1	5.0563E+0	-3.2247E+1	-3.3708E+1	-2.8965E+1	-3.5758E+1
1.3244E+3	-4.9928E+1	8.9309E+1	9.1737E+0	-2.1936E+1	-2.7607E+1	-3.8509E+1	-3.8672E+1
1.4523E+3	-4.7548E+1	8.9716E+1	1.8899E+0	-4.2555E+1	-3.7495E+1	-4.5427E+1	-4.0226E+1
1.5926E+3	-4.8147E+1	8.2910E+1	2.9295E+0	-3.3533E+1	-3.9779E+1	-3.9246E+1	-3.7196E+1
1.7464E+3	-4.7624E+1	8.5240E+1	1.3210E+0	-3.8485E+1	-4.6528E+1	-5.2210E+1	-5.3487E+1
1.9151E+3	-4.6632E+1	7.9341E+1	2.5309E+0	-3.4694E+1	-3.7736E+1	-5.1355E+1	-3.9016E+1
2.1000E+3	-4.6079E+1	7.9386E+1	1.1209E+0	-4.3264E+1	-4.4466E+1	-4.9509E+1	-4.5015E+1
2.3028E+3	-4.5096E+1	7.9067E+1	1.1288E+0	-4.1020E+1	-5.0012E+1	-4.5425E+1	-5.0131E+1
2.5252E+3	-4.4566E+1	7.9148E+1	1.8450E+0	-3.9050E+1	-4.2905E+1	-3.7931E+1	-5.4327E+1
2.7691E+3	-4.3642E+1	7.5007E+1	1.0506E+0	-4.1876E+1	-6.9033E+1	-4.4661E+1	-4.9530E+1
3.0365E+3	-4.3055E+1	7.5873E+1	1.0337E+0	-4.1703E+1	-4.8356E+1	-4.8302E+1	-5.0037E+1
3.3297E+3	-4.2136E+1	7.3231E+1	1.3441E+0	-3.9093E+1	-5.3740E+1	-4.5162E+1	-4.6430E+1
3.6513E+3	-4.1617E+1	7.3676E+1	1.0025E+0	-4.7035E+1	-4.2319E+1	-5.6758E+1	-4.6995E+1
4.0039E+3	-4.0874E+1	7.2072E+1	6.1520E-1	-5.1712E+1	-5.8212E+1	-4.8033E+1	-4.8581E+1
4.3906E+3	-4.0229E+1	7.0641E+1	7.3552E-1	-4.9983E+1	-5.3082E+1	-4.5595E+1	-4.9367E+1
4.8146E+3	-3.9588E+1	6.9233E+1	1.8325E+0	-4.3419E+1	-6.1401E+1	-3.5509E+1	-5.0788E+1
5.2796E+3	-3.8920E+1	6.7710E+1	7.9487E-1	-4.4108E+1	-5.3642E+1	-5.1033E+1	-4.9157E+1
5.7895E+3	-3.8336E+1	6.6286E+1	6.2456E-1	-5.4719E+1	-5.1145E+1	-4.6321E+1	-5.3353E+1
6.3486E+3	-3.7739E+1	6.4851E+1	1.0916E+0	-4.9542E+1	-4.0324E+1	-5.4206E+1	-4.9415E+1
6.9617E+3	-3.7174E+1	6.3055E+1	4.0316E-1	-5.4686E+1	-5.5653E+1	-5.0776E+1	-5.7521E+1
7.6340E+3	-3.6630E+1	6.1520E+1	3.5879E-1	-5.1705E+1	-5.7486E+1	-5.3873E+1	-6.6257E+1
8.3713E+3	-3.6115E+1	6.0064E+1	7.6826E-1	-4.2665E+1	-5.5507E+1	-6.7183E+1	-5.7266E+1
9.1798E+3	-3.5637E+1	5.8594E+1	1.8739E+0	-4.3893E+1	-5.4058E+1	-5.9516E+1	-3.5153E+1
1.0066E+4	-3.5162E+1	5.7143E+1	3.3325E-1	-7.0804E+1	-5.3559E+1	-5.6205E+1	-5.3747E+1
1.1038E+4	-3.4692E+1	5.5991E+1	6.5220E-1	-4.5347E+1	-5.9719E+1	-5.1384E+1	-5.3005E+1
1.2104E+4	-3.4285E+1	5.4936E+1	5.3931E-1	-4.7613E+1	-6.1133E+1	-5.8268E+1	-5.0223E+1
1.3273E+4	-3.3841E+1	5.3880E+1	4.9634E-1	-4.7006E+1	-6.0580E+1	-6.2939E+1	-5.4777E+1
1.4555E+4	-3.3419E+1	5.2846E+1	5.4869E-1	-5.1665E+1	-5.4088E+1	-4.9534E+1	-5.0832E+1
1.5961E+4	-3.3028E+1	5.2223E+1	1.9584E+0	-4.4011E+1	-5.1880E+1	-3.4735E+1	-5.9208E+1
1.7502E+4	-3.2594E+1	5.1435E+1	5.5394E-1	-4.5592E+1	-7.5052E+1	-5.5524E+1	-6.5932E+1
1.9193E+4	-3.2148E+1	5.0747E+1	5.8267E-1	-4.5819E+1	-5.4970E+1	-5.7617E+1	-5.5458E+1
2.1046E+4	-3.1722E+1	5.0376E+1	1.3799E+0	-4.2921E+1	-3.8636E+1	-5.6079E+1	NaN
2.3079E+4	-3.1297E+1	5.0001E+1	6.8376E-1	-4.3555E+1	-5.9313E+1	-5.8318E+1	NaN
2.5308E+4	-3.0841E+1	4.9712E+1	5.1569E-1	-4.5819E+1	-6.4060E+1	-7.8857E+1	NaN
2.7752E+4	-3.0372E+1	4.9164E+1	6.8158E-1	-4.3352E+1	-6.6295E+1	NaN	NaN
3.0432E+4	-2.9866E+1	4.8740E+1	3.3304E+0	-4.2893E+1	-2.9756E+1	NaN	NaN
3.3371E+4	-2.9362E+1	4.8263E+1	9.4110E-1	-4.0537E+1	-6.6903E+1	NaN	NaN
3.6594E+4	-2.8836E+1	4.7565E+1	8.5554E-1	-4.1355E+1	NaN	NaN	NaN
4.0128E+4	-2.8290E+1	4.6773E+1	8.4233E-1	-4.1490E+1	NaN	NaN	NaN
4.4003E+4	-2.7732E+1	4.5847E+1	1.0796E+0	-3.9335E+1	NaN	NaN	NaN
4.8253E+4	-2.7176E+1	4.4669E+1	1.0118E+0	-3.9898E+1	NaN	NaN	NaN
5.2912E+4	-2.6605E+1	4.3140E+1	NaN	NaN	NaN	NaN	NaN
5.8023E+4	-2.6039E+1	4.1388E+1	NaN	NaN	NaN	NaN	NaN
6.3626E+4	-2.5555E+1	3.9387E+1	NaN	NaN	NaN	NaN	NaN
6.9771E+4	-2.4933E+1	3.7179E+1	NaN	NaN	NaN	NaN	NaN
7.6509E+4	-2.4400E+1	3.4491E+1	NaN	NaN	NaN	NaN	NaN
8.3898E+4	-2.3900E+1	3.1602E+1	NaN	NaN	NaN	NaN	NaN
9.2000E+4	-2.3428E+1	2.8370E+1	NaN	NaN	NaN	NaN	NaN
