%	Date:	2010-12-16	Time:	15:04:19
%	Sampling frequency		[Hz]:	204800
%	Generator amplitude		[V]:	0.20000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
5.2680E+2	1.9035E+1	1.9583E+0	6.6536E-2	-6.6837E+1	-6.6313E+1	-9.9531E+1	-8.7611E+1
5.7767E+2	1.9041E+1	1.8084E+0	6.6467E-2	-6.6918E+1	-6.6254E+1	-1.0976E+2	-8.8236E+1
6.3346E+2	1.9046E+1	1.6690E+0	6.7142E-2	-6.6685E+1	-6.6295E+1	-1.1189E+2	-8.7987E+1
6.9464E+2	1.9050E+1	1.5400E+0	6.6731E-2	-6.6786E+1	-6.6300E+1	-1.1043E+2	-8.9008E+1
7.6173E+2	1.9054E+1	1.4200E+0	6.6740E-2	-6.6793E+1	-6.6289E+1	-1.1705E+2	-8.9545E+1
8.3529E+2	1.9058E+1	1.3096E+0	6.6164E-2	-6.6872E+1	-6.6368E+1	-1.0766E+2	-8.8338E+1
9.1596E+2	1.9061E+1	1.2076E+0	6.7639E-2	-6.6717E+1	-6.6150E+1	-1.0043E+2	-8.7507E+1
1.0044E+3	1.9064E+1	1.1137E+0	6.7209E-2	-6.6771E+1	-6.6204E+1	-1.0764E+2	-8.7648E+1
1.1014E+3	1.9066E+1	1.0278E+0	6.6919E-2	-6.6784E+1	-6.6263E+1	-1.0615E+2	-8.7737E+1
1.2078E+3	1.9069E+1	9.4824E-1	6.7060E-2	-6.6702E+1	-6.6299E+1	-1.0638E+2	-8.8162E+1
1.3244E+3	1.9070E+1	8.7616E-1	6.6417E-2	-6.6839E+1	-6.6343E+1	-1.0228E+2	-8.7315E+1
1.4523E+3	1.9072E+1	8.1035E-1	6.6621E-2	-6.6803E+1	-6.6321E+1	-1.0223E+2	-8.7714E+1
1.5926E+3	1.9073E+1	7.5091E-1	6.6375E-2	-6.6817E+1	-6.6360E+1	-1.1495E+2	-8.9110E+1
1.7464E+3	1.9075E+1	6.9664E-1	6.6757E-2	-6.6815E+1	-6.6275E+1	-1.0613E+2	-8.7844E+1
1.9151E+3	1.9076E+1	6.4813E-1	6.6445E-2	-6.6927E+1	-6.6255E+1	-1.0201E+2	-8.7891E+1
2.1000E+3	1.9077E+1	6.0453E-1	6.6067E-2	-6.6944E+1	-6.6335E+1	-1.1459E+2	-8.7493E+1
2.3028E+3	1.9077E+1	5.6607E-1	6.6261E-2	-6.6948E+1	-6.6278E+1	-1.1898E+2	-8.8279E+1
2.5252E+3	1.9078E+1	5.3153E-1	6.5849E-2	-6.7099E+1	-6.6262E+1	-9.9831E+1	-8.6998E+1
2.7691E+3	1.9079E+1	5.0129E-1	6.5711E-2	-6.6983E+1	-6.6391E+1	-1.0507E+2	-8.7256E+1
3.0365E+3	1.9080E+1	4.7563E-1	6.5736E-2	-6.7057E+1	-6.6317E+1	-1.1054E+2	-8.7670E+1
3.3297E+3	1.9080E+1	4.5327E-1	6.5778E-2	-6.6996E+1	-6.6363E+1	-1.0389E+2	-8.7244E+1
3.6513E+3	1.9081E+1	4.3480E-1	6.5448E-2	-6.7115E+1	-6.6342E+1	-1.0199E+2	-8.7455E+1
4.0039E+3	1.9081E+1	4.2029E-1	6.5102E-2	-6.7216E+1	-6.6347E+1	-9.9257E+1	-8.6971E+1
4.3906E+3	1.9082E+1	4.0938E-1	6.4846E-2	-6.7353E+1	-6.6290E+1	-1.0269E+2	-8.8062E+1
4.8146E+3	1.9083E+1	4.0151E-1	6.5057E-2	-6.7342E+1	-6.6263E+1	-1.0003E+2	-8.6312E+1
5.2796E+3	1.9084E+1	3.9775E-1	6.4289E-2	-6.7469E+1	-6.6334E+1	-1.0507E+2	-8.7933E+1
5.7895E+3	1.9084E+1	3.9718E-1	6.4330E-2	-6.7594E+1	-6.6232E+1	-9.7049E+1	-8.8271E+1
6.3486E+3	1.9085E+1	4.0052E-1	6.3999E-2	-6.7699E+1	-6.6244E+1	-9.9895E+1	-8.6742E+1
6.9617E+3	1.9087E+1	4.0729E-1	6.3789E-2	-6.7767E+1	-6.6246E+1	-9.8180E+1	-8.6677E+1
7.6340E+3	1.9088E+1	4.1841E-1	6.3840E-2	-6.7789E+1	-6.6214E+1	-9.4439E+1	-8.7640E+1
8.3713E+3	1.9090E+1	4.3282E-1	6.4047E-2	-6.7903E+1	-6.6090E+1	-9.5595E+1	-8.7351E+1
9.1798E+3	1.9092E+1	4.5080E-1	6.3665E-2	-6.8034E+1	-6.6101E+1	-9.6142E+1	-8.6167E+1
1.0066E+4	1.9095E+1	4.7263E-1	6.4276E-2	-6.8164E+1	-6.5896E+1	-9.5677E+1	-8.5250E+1
1.1038E+4	1.9099E+1	4.9827E-1	6.4175E-2	-6.8311E+1	-6.5821E+1	-9.4290E+1	-8.6585E+1
1.2104E+4	1.9103E+1	5.2737E-1	6.5319E-2	-6.8412E+1	-6.5532E+1	-9.3301E+1	-8.6396E+1
1.3273E+4	1.9109E+1	5.5967E-1	6.6331E-2	-6.8639E+1	-6.5228E+1	-8.9389E+1	-8.6973E+1
1.4555E+4	1.9115E+1	5.9498E-1	6.6031E-2	-6.9158E+1	-6.5075E+1	-8.8781E+1	-8.6047E+1
1.5961E+4	1.9123E+1	6.3195E-1	6.5802E-2	-6.9805E+1	-6.4878E+1	-8.9715E+1	-8.6821E+1
1.7502E+4	1.9133E+1	6.7056E-1	6.2477E-2	-7.0996E+1	-6.5140E+1	-8.5653E+1	-8.7208E+1
1.9193E+4	1.9145E+1	7.0853E-1	5.9579E-2	-7.2356E+1	-6.5389E+1	-8.7330E+1	-8.2310E+1
2.1046E+4	1.9159E+1	7.4507E-1	5.2796E-2	-7.5727E+1	-6.6025E+1	-8.6439E+1	NaN
2.3079E+4	1.9175E+1	7.7770E-1	4.5164E-2	-8.1545E+1	-6.7090E+1	-8.8165E+1	NaN
2.5308E+4	1.9195E+1	8.0385E-1	4.1069E-2	-8.1748E+1	-6.7936E+1	-8.9476E+1	NaN
2.7752E+4	1.9218E+1	8.1839E-1	4.4679E-2	-7.3971E+1	-6.7971E+1	NaN	NaN
3.0432E+4	1.9245E+1	8.1515E-1	5.5038E-2	-6.9937E+1	-6.6958E+1	NaN	NaN
3.3371E+4	1.9275E+1	7.8344E-1	5.7638E-2	-6.7988E+1	-6.7613E+1	NaN	NaN
3.6594E+4	1.9308E+1	7.1422E-1	4.8259E-2	-6.6328E+1	NaN	NaN	NaN
4.0128E+4	1.9343E+1	6.0252E-1	4.7468E-2	-6.6472E+1	NaN	NaN	NaN
4.4003E+4	1.9376E+1	4.5388E-1	4.0966E-2	-6.7752E+1	NaN	NaN	NaN
4.8253E+4	1.9407E+1	2.7908E-1	2.8572E-2	-7.0881E+1	NaN	NaN	NaN
5.2912E+4	1.9439E+1	8.4267E-2	NaN	NaN	NaN	NaN	NaN
5.8023E+4	1.9471E+1	-1.3141E-1	NaN	NaN	NaN	NaN	NaN
6.3626E+4	1.9505E+1	-3.7530E-1	NaN	NaN	NaN	NaN	NaN
6.9771E+4	1.9540E+1	-6.5608E-1	NaN	NaN	NaN	NaN	NaN
7.6509E+4	1.9578E+1	-9.8111E-1	NaN	NaN	NaN	NaN	NaN
8.3898E+4	1.9617E+1	-1.3565E+0	NaN	NaN	NaN	NaN	NaN
9.2000E+4	1.9656E+1	-1.7876E+0	NaN	NaN	NaN	NaN	NaN
