%	Date:	2010-12-20	Time:	13:55:29
%	Sampling frequency		[Hz]:	204800
%	Generator amplitude		[V]:	0.0031600
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
1.0000E+1	5.0142E+1	-9.0896E+1	1.1150E+0	-4.4043E+1	-7.4134E+1	-8.1770E+1	-4.0713E+1
1.0966E+1	5.0907E+1	-9.4943E+1	7.4231E-1	-4.2603E+1	-6.8404E+1	-7.7082E+1	-7.7098E+1
1.2025E+1	5.1640E+1	-9.9023E+1	9.7015E-1	-4.1565E+1	-6.2670E+1	-4.6244E+1	-7.0711E+1
1.3186E+1	5.2335E+1	-1.0316E+2	9.9079E-1	-4.0677E+1	-5.8497E+1	-4.9578E+1	-6.7836E+1
1.4459E+1	5.2989E+1	-1.0735E+2	1.0433E+0	-3.9784E+1	-5.5061E+1	-6.8615E+1	-6.3023E+1
1.5856E+1	5.3599E+1	-1.1156E+2	1.1167E+0	-3.9139E+1	-5.6783E+1	-7.4424E+1	-6.1902E+1
1.7387E+1	5.4161E+1	-1.1578E+2	1.4488E+0	-3.8377E+1	-4.1998E+1	-7.0398E+1	-5.8635E+1
1.9066E+1	5.4674E+1	-1.1998E+2	1.3384E+0	-3.8060E+1	-4.6829E+1	-6.9535E+1	-5.7097E+1
2.0908E+1	5.5136E+1	-1.2413E+2	1.4505E+0	-3.7556E+1	-4.4908E+1	-6.6780E+1	-5.6270E+1
2.2927E+1	5.5549E+1	-1.2820E+2	1.5161E+0	-3.7389E+1	-4.3537E+1	-6.5205E+1	-5.5503E+1
2.5141E+1	5.5914E+1	-1.3218E+2	1.9624E+0	-3.4880E+1	-4.2466E+1	-6.6492E+1	-5.5105E+1
2.7569E+1	5.6235E+1	-1.3603E+2	1.5555E+0	-3.7657E+1	-4.1742E+1	-6.2955E+1	-5.5277E+1
3.0231E+1	5.6512E+1	-1.3975E+2	1.7201E+0	-3.6607E+1	-4.1292E+1	-6.1734E+1	-5.6049E+1
3.3151E+1	5.6751E+1	-1.4332E+2	1.7908E+0	-3.6231E+1	-4.0987E+1	-6.1814E+1	-5.6530E+1
3.6353E+1	5.6954E+1	-1.4673E+2	1.8374E+0	-3.6124E+1	-4.0438E+1	-5.9499E+1	-5.7061E+1
3.9863E+1	5.7124E+1	-1.5002E+2	1.8637E+0	-3.5972E+1	-4.0351E+1	-6.0553E+1	-5.8489E+1
4.3713E+1	5.7257E+1	-1.5313E+2	1.8652E+0	-3.5988E+1	-4.0280E+1	-6.0416E+1	-5.8794E+1
4.7935E+1	5.7372E+1	-1.5598E+2	1.9005E+0	-3.5654E+1	-4.0627E+1	-5.9792E+1	-5.7978E+1
5.2564E+1	5.7478E+1	-1.5883E+2	1.8758E+0	-3.5902E+1	-4.0312E+1	-5.9611E+1	-6.1220E+1
5.7640E+1	5.7541E+1	-1.6155E+2	1.9298E+0	-3.5598E+1	-4.0243E+1	-5.8881E+1	-6.0095E+1
6.3207E+1	5.7584E+1	-1.6407E+2	1.9289E+0	-3.5528E+1	-4.0423E+1	-6.3046E+1	-6.0761E+1
6.9311E+1	5.7603E+1	-1.6648E+2	1.9653E+0	-3.5322E+1	-4.0407E+1	-5.9373E+1	-6.4118E+1
7.6005E+1	5.7608E+1	-1.6875E+2	1.9617E+0	-3.5257E+1	-4.0703E+1	-6.0222E+1	-6.1010E+1
8.3345E+1	5.7594E+1	-1.7094E+2	1.9700E+0	-3.5275E+1	-4.0472E+1	-6.1333E+1	-6.0778E+1
9.1394E+1	5.7567E+1	-1.7301E+2	1.9263E+0	-3.5373E+1	-4.0988E+1	-6.3763E+1	-6.1078E+1
1.0022E+2	5.7519E+1	-1.7494E+2	1.9222E+0	-3.5319E+1	-4.1297E+1	-6.1696E+1	-6.0914E+1
1.0990E+2	5.7449E+1	-1.7679E+2	1.9089E+0	-3.5287E+1	-4.1752E+1	-6.1667E+1	-6.0377E+1
1.2051E+2	5.7367E+1	-1.7855E+2	1.8960E+0	-3.5353E+1	-4.1769E+1	-6.4823E+1	-5.9642E+1
1.3215E+2	5.7265E+1	1.7984E+2	1.8430E+0	-3.5534E+1	-4.2327E+1	-6.6994E+1	-5.8826E+1
1.4491E+2	5.7149E+1	1.7835E+2	1.8308E+0	-3.5524E+1	-4.2733E+1	-6.5767E+1	-5.8683E+1
1.5891E+2	5.7020E+1	1.7698E+2	1.8041E+0	-3.5583E+1	-4.3236E+1	-6.4552E+1	-5.9531E+1
1.7426E+2	5.6875E+1	1.7573E+2	1.7559E+0	-3.5833E+1	-4.3416E+1	-6.9475E+1	-5.7914E+1
1.9108E+2	5.6719E+1	1.7465E+2	1.7019E+0	-3.6066E+1	-4.3931E+1	-7.2704E+1	-5.7660E+1
2.0954E+2	5.6549E+1	1.7370E+2	1.6812E+0	-3.6111E+1	-4.4383E+1	-7.8306E+1	-5.8809E+1
2.2977E+2	5.6377E+1	1.7289E+2	1.5830E+0	-3.6620E+1	-4.5023E+1	-7.3760E+1	-5.8729E+1
2.5196E+2	5.6199E+1	1.7226E+2	1.5371E+0	-3.6793E+1	-4.5958E+1	-8.0022E+1	-5.7941E+1
2.7630E+2	5.6017E+1	1.7176E+2	1.4855E+0	-3.7104E+1	-4.6112E+1	-7.2085E+1	-5.8787E+1
3.0298E+2	5.5838E+1	1.7142E+2	1.4235E+0	-3.7381E+1	-4.7355E+1	-7.8200E+1	-5.8395E+1
3.3224E+2	5.5664E+1	1.7121E+2	1.3402E+0	-3.7864E+1	-4.8254E+1	-7.8582E+1	-5.9499E+1
3.6433E+2	5.5496E+1	1.7114E+2	1.3098E+0	-3.8011E+1	-4.9057E+1	-8.2190E+1	-5.9833E+1
3.9951E+2	5.5336E+1	1.7117E+2	1.2383E+0	-3.8478E+1	-4.9775E+1	-7.8649E+1	-6.0898E+1
4.3810E+2	5.5189E+1	1.7129E+2	1.2058E+0	-3.8679E+1	-5.0421E+1	-8.0047E+1	-6.1225E+1
4.8040E+2	5.5049E+1	1.7150E+2	1.1603E+0	-3.9017E+1	-5.0889E+1	-7.4774E+1	-5.9801E+1
5.2680E+2	5.4925E+1	1.7177E+2	1.1152E+0	-3.9348E+1	-5.1277E+1	-7.1132E+1	-6.1792E+1
5.7767E+2	5.4812E+1	1.7209E+2	1.0882E+0	-3.9538E+1	-5.1871E+1	-7.9698E+1	-6.1612E+1
6.3346E+2	5.4712E+1	1.7245E+2	1.0416E+0	-3.9907E+1	-5.2366E+1	-7.2789E+1	-6.3191E+1
6.9464E+2	5.4624E+1	1.7281E+2	1.0387E+0	-3.9929E+1	-5.2413E+1	-7.6014E+1	-6.3177E+1
7.6173E+2	5.4547E+1	1.7319E+2	1.0076E+0	-4.0185E+1	-5.2840E+1	-8.0161E+1	-6.3131E+1
8.3529E+2	5.4483E+1	1.7357E+2	9.8416E-1	-4.0367E+1	-5.3604E+1	-7.6515E+1	-6.2379E+1
9.1596E+2	5.4425E+1	1.7395E+2	9.7634E-1	-4.0443E+1	-5.3399E+1	-7.7008E+1	-6.3692E+1
1.0044E+3	5.4379E+1	1.7429E+2	9.5329E-1	-4.0640E+1	-5.3684E+1	-7.7357E+1	-6.5645E+1
1.1014E+3	5.4340E+1	1.7462E+2	9.3545E-1	-4.0817E+1	-5.3898E+1	-6.8267E+1	-6.3588E+1
1.2078E+3	5.4307E+1	1.7493E+2	9.5642E-1	-4.0621E+1	-5.3668E+1	-7.1538E+1	-6.3567E+1
1.3244E+3	5.4281E+1	1.7521E+2	9.4586E-1	-4.0699E+1	-5.3887E+1	-8.0777E+1	-6.6070E+1
1.4523E+3	5.4261E+1	1.7545E+2	9.3030E-1	-4.0872E+1	-5.3720E+1	-7.2669E+1	-6.3675E+1
1.5926E+3	5.4246E+1	1.7566E+2	9.4708E-1	-4.0708E+1	-5.3594E+1	-7.4059E+1	-6.4957E+1
1.7464E+3	5.4235E+1	1.7583E+2	9.5245E-1	-4.0679E+1	-5.3621E+1	-7.5724E+1	-6.0901E+1
1.9151E+3	5.4225E+1	1.7597E+2	9.4847E-1	-4.0684E+1	-5.3911E+1	-7.4768E+1	-6.3638E+1
2.1000E+3	5.4221E+1	1.7608E+2	9.6222E-1	-4.0546E+1	-5.3982E+1	-7.3595E+1	-6.4570E+1
2.3028E+3	5.4220E+1	1.7615E+2	9.7422E-1	-4.0449E+1	-5.3770E+1	-6.9395E+1	-6.3754E+1
2.5252E+3	5.4221E+1	1.7617E+2	9.7782E-1	-4.0414E+1	-5.3727E+1	-7.2137E+1	-6.3859E+1
2.7691E+3	5.4224E+1	1.7616E+2	9.8564E-1	-4.0341E+1	-5.3739E+1	-7.1748E+1	-6.3839E+1
3.0365E+3	5.4229E+1	1.7609E+2	1.0120E+0	-4.0124E+1	-5.3291E+1	-6.8715E+1	-6.3971E+1
3.3297E+3	5.4235E+1	1.7599E+2	1.0285E+0	-3.9972E+1	-5.3376E+1	-7.0898E+1	-6.3474E+1
3.6513E+3	5.4244E+1	1.7584E+2	1.0454E+0	-3.9829E+1	-5.3225E+1	-6.9869E+1	-6.3821E+1
4.0039E+3	5.4253E+1	1.7564E+2	1.0562E+0	-3.9748E+1	-5.3180E+1	-6.7790E+1	-6.2236E+1
4.3906E+3	5.4263E+1	1.7538E+2	1.0757E+0	-3.9595E+1	-5.2825E+1	-7.2751E+1	-6.1697E+1
4.8146E+3	5.4274E+1	1.7507E+2	1.1104E+0	-3.9289E+1	-5.3107E+1	-6.6275E+1	-6.3977E+1
5.2796E+3	5.4285E+1	1.7470E+2	1.1198E+0	-3.9249E+1	-5.2303E+1	-6.7748E+1	-6.3317E+1
5.7895E+3	5.4294E+1	1.7426E+2	1.1360E+0	-3.9091E+1	-5.2888E+1	-6.9515E+1	-6.2807E+1
6.3486E+3	5.4303E+1	1.7375E+2	1.1688E+0	-3.8834E+1	-5.2898E+1	-6.9427E+1	-6.2398E+1
6.9617E+3	5.4311E+1	1.7317E+2	1.1986E+0	-3.8622E+1	-5.2644E+1	-6.8523E+1	-6.1248E+1
7.6340E+3	5.4316E+1	1.7252E+2	1.2175E+0	-3.8480E+1	-5.2652E+1	-6.6496E+1	-6.1848E+1
8.3713E+3	5.4318E+1	1.7179E+2	1.2501E+0	-3.8264E+1	-5.2087E+1	-6.8302E+1	-6.0915E+1
9.1798E+3	5.4317E+1	1.7098E+2	1.2570E+0	-3.8206E+1	-5.2185E+1	-6.4361E+1	-6.3440E+1
1.0066E+4	5.4311E+1	1.7009E+2	1.3020E+0	-3.7877E+1	-5.2522E+1	-6.8284E+1	-6.1388E+1
1.1038E+4	5.4300E+1	1.6911E+2	1.3275E+0	-3.7702E+1	-5.2555E+1	-6.5010E+1	-6.2036E+1
1.2104E+4	5.4285E+1	1.6806E+2	1.3652E+0	-3.7453E+1	-5.2535E+1	-6.4898E+1	-6.1397E+1
1.3273E+4	5.4265E+1	1.6692E+2	1.3752E+0	-3.7387E+1	-5.2474E+1	-6.7373E+1	-6.1229E+1
1.4555E+4	5.4240E+1	1.6569E+2	1.4295E+0	-3.7053E+1	-5.2054E+1	-6.3576E+1	-6.2312E+1
1.5961E+4	5.4210E+1	1.6437E+2	1.4600E+0	-3.6927E+1	-5.2251E+1	-5.4393E+1	-6.1713E+1
1.7502E+4	5.4174E+1	1.6296E+2	1.4768E+0	-3.6768E+1	-5.3713E+1	-6.2592E+1	-5.5491E+1
1.9193E+4	5.4135E+1	1.6144E+2	1.5235E+0	-3.6477E+1	-5.2623E+1	-6.0904E+1	-6.1018E+1
2.1046E+4	5.4090E+1	1.5983E+2	1.5730E+0	-3.6227E+1	-5.1257E+1	-5.8036E+1	NaN
2.3079E+4	5.4044E+1	1.5811E+2	1.6084E+0	-3.5947E+1	-5.4386E+1	-6.1068E+1	NaN
2.5308E+4	5.3996E+1	1.5629E+2	1.6638E+0	-3.5638E+1	-5.4619E+1	-6.4371E+1	NaN
2.7752E+4	5.3949E+1	1.5436E+2	1.7193E+0	-3.5368E+1	-5.2990E+1	NaN	NaN
3.0432E+4	5.3911E+1	1.5230E+2	1.7224E+0	-3.5336E+1	-5.4013E+1	NaN	NaN
3.3371E+4	5.3888E+1	1.5011E+2	1.7718E+0	-3.5061E+1	-5.6755E+1	NaN	NaN
3.6594E+4	5.3893E+1	1.4769E+2	1.8061E+0	-3.4865E+1	NaN	NaN	NaN
4.0128E+4	5.3932E+1	1.4490E+2	1.8390E+0	-3.4708E+1	NaN	NaN	NaN
4.4003E+4	5.3995E+1	1.4156E+2	2.0037E+0	-3.3964E+1	NaN	NaN	NaN
4.8253E+4	5.4058E+1	1.3756E+2	1.9806E+0	-3.4064E+1	NaN	NaN	NaN
5.2912E+4	5.4096E+1	1.3284E+2	NaN	NaN	NaN	NaN	NaN
5.8023E+4	5.4089E+1	1.2747E+2	NaN	NaN	NaN	NaN	NaN
6.3626E+4	5.4027E+1	1.2154E+2	NaN	NaN	NaN	NaN	NaN
6.9771E+4	5.3904E+1	1.1497E+2	NaN	NaN	NaN	NaN	NaN
7.6509E+4	5.3715E+1	1.0786E+2	NaN	NaN	NaN	NaN	NaN
8.3898E+4	5.3455E+1	1.0019E+2	NaN	NaN	NaN	NaN	NaN
9.2000E+4	5.3114E+1	9.1949E+1	NaN	NaN	NaN	NaN	NaN
