%	Date:	2010-12-17	Time:	18:45:44
%	Sampling frequency		[Hz]:	204800
%	Generator amplitude		[V]:	2.0000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
2.7641E+2	-2.4913E+1	-4.1069E-2	2.0325E-3	-9.4917E+1	-1.0477E+2	-1.0745E+2	-1.0404E+2
2.9914E+2	-2.4913E+1	-4.4855E-2	1.3389E-3	-9.9224E+1	-1.0390E+2	-1.0734E+2	-1.2301E+2
3.2374E+2	-2.4913E+1	-4.9031E-2	9.2349E-4	-1.0666E+2	-1.0466E+2	-1.1739E+2	-1.0557E+2
3.5036E+2	-2.4913E+1	-5.3076E-2	1.6153E-3	-9.7569E+1	-1.0243E+2	-1.1338E+2	-1.0618E+2
3.7918E+2	-2.4913E+1	-5.7770E-2	2.1338E-3	-9.6895E+1	-9.7276E+1	-1.0862E+2	-1.0302E+2
4.1036E+2	-2.4913E+1	-6.2471E-2	8.7477E-4	-1.0481E+2	-1.0748E+2	-1.0912E+2	-1.0875E+2
4.4411E+2	-2.4913E+1	-6.7598E-2	1.3967E-3	-9.9287E+1	-1.0455E+2	-1.0443E+2	-1.1217E+2
4.8063E+2	-2.4913E+1	-7.3504E-2	2.0226E-3	-1.1355E+2	-1.0386E+2	-9.4609E+1	-1.0755E+2
5.2015E+2	-2.4913E+1	-8.0077E-2	1.0737E-3	-1.0091E+2	-1.0804E+2	-1.1047E+2	-1.1022E+2
5.6293E+2	-2.4913E+1	-8.6276E-2	7.9973E-4	-1.1002E+2	-1.0764E+2	-1.2315E+2	-1.0440E+2
6.0922E+2	-2.4913E+1	-9.3753E-2	1.2938E-3	-9.9711E+1	-1.0488E+2	-1.0633E+2	-1.1330E+2
6.5932E+2	-2.4913E+1	-1.0167E-1	2.1180E-3	-9.9921E+1	-9.4878E+1	-1.1034E+2	-1.0911E+2
7.1355E+2	-2.4913E+1	-1.0996E-1	1.1821E-3	-9.9485E+1	-1.0792E+2	-1.0972E+2	-1.2519E+2
7.7223E+2	-2.4913E+1	-1.1925E-1	1.0740E-3	-1.0150E+2	-1.0997E+2	-1.1212E+2	-1.0547E+2
8.3573E+2	-2.4913E+1	-1.2940E-1	7.6581E-4	-1.0329E+2	-1.1134E+2	-1.1551E+2	-1.1794E+2
9.0446E+2	-2.4913E+1	-1.4009E-1	9.7457E-4	-1.0152E+2	-1.1072E+2	-1.0927E+2	-1.1380E+2
9.7884E+2	-2.4913E+1	-1.5126E-1	2.0473E-3	-9.4748E+1	-1.0267E+2	-1.0966E+2	-1.0717E+2
1.0593E+3	-2.4913E+1	-1.6385E-1	1.3045E-3	-1.0414E+2	-9.9711E+1	-1.1595E+2	-1.0653E+2
1.1465E+3	-2.4913E+1	-1.7759E-1	1.0800E-3	-1.0236E+2	-1.0330E+2	-1.1900E+2	-1.0978E+2
1.2407E+3	-2.4913E+1	-1.9198E-1	9.4168E-4	-1.0336E+2	-1.0433E+2	-1.1952E+2	-1.1343E+2
1.3428E+3	-2.4913E+1	-2.0809E-1	9.9232E-4	-1.0297E+2	-1.0825E+2	-1.0673E+2	-1.0929E+2
1.4532E+3	-2.4913E+1	-2.2537E-1	1.1214E-3	-1.0073E+2	-1.1167E+2	-1.0576E+2	-1.1097E+2
1.5727E+3	-2.4913E+1	-2.4394E-1	9.3846E-4	-1.0127E+2	-1.1025E+2	-1.1470E+2	-1.2211E+2
1.7020E+3	-2.4913E+1	-2.6379E-1	1.1776E-3	-1.0141E+2	-1.0385E+2	-1.0781E+2	-1.1064E+2
1.8420E+3	-2.4913E+1	-2.8569E-1	1.1485E-3	-1.0085E+2	-1.0703E+2	-1.0829E+2	-1.0820E+2
1.9935E+3	-2.4913E+1	-3.0873E-1	1.1794E-3	-9.9652E+1	-1.0839E+2	-1.1051E+2	-1.1133E+2
2.1574E+3	-2.4913E+1	-3.3463E-1	1.2719E-3	-1.0107E+2	-1.0280E+2	-1.1407E+2	-1.0565E+2
2.3349E+3	-2.4913E+1	-3.6192E-1	1.2832E-3	-9.9834E+1	-1.0314E+2	-1.2200E+2	-1.0937E+2
2.5269E+3	-2.4913E+1	-3.9207E-1	1.2466E-3	-9.8512E+1	-1.1651E+2	-1.1483E+2	-1.1045E+2
2.7347E+3	-2.4913E+1	-4.2414E-1	1.1507E-3	-9.9898E+1	-1.0747E+2	-1.1574E+2	-1.1024E+2
2.9596E+3	-2.4913E+1	-4.5940E-1	1.9449E-3	-9.4788E+1	-1.0576E+2	-1.0805E+2	-1.1397E+2
3.2030E+3	-2.4913E+1	-4.9686E-1	1.8775E-3	-9.4823E+1	-1.0888E+2	-1.2427E+2	-1.1010E+2
3.4664E+3	-2.4913E+1	-5.3800E-1	2.2413E-3	-9.3664E+1	-1.0217E+2	-1.1066E+2	-1.1542E+2
3.7514E+3	-2.4913E+1	-5.8239E-1	1.8428E-3	-9.5408E+1	-1.1621E+2	-1.0419E+2	-1.0947E+2
4.0599E+3	-2.4913E+1	-6.3030E-1	2.6861E-3	-9.2020E+1	-1.0139E+2	-1.0949E+2	-1.1023E+2
4.3938E+3	-2.4913E+1	-6.8221E-1	2.9928E-3	-9.1580E+1	-9.9250E+1	-1.1324E+2	-1.0113E+2
4.7552E+3	-2.4913E+1	-7.3863E-1	2.5606E-3	-9.2576E+1	-1.0413E+2	-1.1072E+2	-1.0252E+2
5.1462E+3	-2.4913E+1	-7.9932E-1	3.6249E-3	-8.9127E+1	-1.0163E+2	-1.1377E+2	-1.0737E+2
5.5694E+3	-2.4913E+1	-8.6521E-1	3.7228E-3	-8.9050E+1	-1.0088E+2	-1.0779E+2	-1.0366E+2
6.0274E+3	-2.4913E+1	-9.3661E-1	4.2056E-3	-8.7785E+1	-1.0180E+2	-1.1129E+2	-1.0523E+2
6.5231E+3	-2.4913E+1	-1.0140E+0	5.1908E-3	-8.6193E+1	-9.5879E+1	-1.0627E+2	-1.1006E+2
7.0596E+3	-2.4913E+1	-1.0977E+0	5.4386E-3	-8.5713E+1	-9.6266E+1	-1.0451E+2	-1.1608E+2
7.6401E+3	-2.4913E+1	-1.1888E+0	6.7522E-3	-8.3975E+1	-9.2833E+1	-1.0622E+2	-1.0960E+2
8.2684E+3	-2.4913E+1	-1.2871E+0	7.8031E-3	-8.2677E+1	-9.2087E+1	-1.0349E+2	-1.0576E+2
8.9484E+3	-2.4914E+1	-1.3941E+0	8.9844E-3	-8.1537E+1	-9.0452E+1	-9.9464E+1	-1.0423E+2
9.6843E+3	-2.4914E+1	-1.5096E+0	1.0389E-2	-8.0196E+1	-8.9586E+1	-9.8693E+1	-1.1992E+2
1.0481E+4	-2.4914E+1	-1.6351E+0	1.1242E-2	-7.9633E+1	-8.8114E+1	-9.7427E+1	-1.0473E+2
1.1343E+4	-2.4914E+1	-1.7709E+0	1.3244E-2	-7.8084E+1	-8.7458E+1	-9.7929E+1	-1.0398E+2
1.2275E+4	-2.4915E+1	-1.9185E+0	1.4788E-2	-7.7399E+1	-8.5331E+1	-9.1894E+1	-1.0035E+2
1.3285E+4	-2.4915E+1	-2.0783E+0	1.7130E-2	-7.6085E+1	-8.4170E+1	-9.0738E+1	-1.0426E+2
1.4377E+4	-2.4916E+1	-2.2513E+0	1.9499E-2	-7.5369E+1	-8.0881E+1	-9.1664E+1	-9.8737E+1
1.5560E+4	-2.4916E+1	-2.4395E+0	2.0764E-2	-7.4494E+1	-8.1949E+1	-9.0058E+1	-9.6739E+1
1.6839E+4	-2.4917E+1	-2.6425E+0	2.2799E-2	-7.3593E+1	-8.1503E+1	-9.0413E+1	-9.5554E+1
1.8224E+4	-2.4919E+1	-2.8629E+0	2.4957E-2	-7.2801E+1	-8.0842E+1	-8.9242E+1	-9.4201E+1
1.9723E+4	-2.4923E+1	-3.0731E+0	5.5414E-2	-7.3338E+1	-6.9603E+1	-6.9841E+1	-7.3243E+1
2.1345E+4	-2.4922E+1	-3.3598E+0	3.0490E-2	-7.1074E+1	-7.8802E+1	-8.7690E+1	NaN
2.3100E+4	-2.4924E+1	-3.6391E+0	3.2228E-2	-7.0518E+1	-7.8673E+1	-8.8121E+1	NaN
2.5000E+4	-2.4927E+1	-3.9414E+0	3.4775E-2	-6.9810E+1	-7.8222E+1	-8.8520E+1	NaN
